Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,recidence_Time_Ratio,binary_outcome
A814528,Unknown,Stray,Normal,Dog,Pug,Fawn,2019-06-01 00:00:00,39,2020-03-01 16:57:00,2020-03-05 11:58:00,39,Intact,Female,Intact,Female,Old Lockhart And Slaughter,Austin,TX,69,1
A814527,Bauxite,Stray,Normal,Dog,German Shepherd Mix,Brown,2019-03-01 00:00:00,52,2020-03-01 16:57:00,2020-03-07 16:57:00,53,Neutered,Male,Neutered,Male,Old Lockhart And Slaughter,Austin,TX,52,1
A814526,Shasta,Stray,Normal,Dog,Pit Bull Mix,Chocolate,2019-03-01 00:00:00,52,2020-03-01 16:41:00,2020-03-10 14:17:00,53,Intact,Female,Intact,Female,9401 Us 183,Austin,TX,41,1
A814521,Max,Stray,Normal,Dog,German Shepherd Mix,Brown,2018-03-01 00:00:00,104,2020-03-01 15:43:00,2020-03-02 17:31:00,104,Intact,Male,Intact,Male,9801 Tree Bend Cove,Austin,TX,366,1
A814518,Taquito,Stray,Normal,Dog,Chihuahua Shorthair,Black,2018-03-01 00:00:00,104,2020-03-01 14:53:00,2020-03-21 15:35:00,107,Intact,Male,Neutered,Male,1801 Wells Branch Parkway,Austin,TX,35,1
A814517,Jericho,Stray,Normal,Dog,German Shepherd,Brown,2018-03-01 00:00:00,104,2020-03-01 14:47:00,2020-03-05 19:01:00,105,Intact,Male,Neutered,Male,East William Cannon And Easton Park,Austin,TX,146,1
A814514,Ziggy,Owner Surrender,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-03-01 00:00:00,52,2020-03-01 13:43:00,2020-03-06 12:18:00,53,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,73,1
A814513,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Torbie,2018-03-01 00:00:00,104,2020-03-01 13:16:00,2020-03-05 10:57:00,105,Intact,Female,Intact,Female,12837 White House Street,Manor,TX,183,1
A814512,Unknown,Stray,Normal,Dog,Chihuahua Shorthair,White,2019-03-01 00:00:00,52,2020-03-01 13:06:00,2020-03-05 17:15:00,52,Neutered,Male,Neutered,Male,Berkman Drive And East 51St Street,Austin,TX,73,1
A814511,Beau,Stray,Normal,Dog,Miniature Poodle Mix,White,2019-05-01 00:00:00,43,2020-03-01 13:01:00,2020-03-04 18:46:00,44,Intact,Male,Intact,Male,5901 Toscana Avenue,Austin,TX,76,1
A814509,Truly,Owner Surrender,Normal,Dog,Chihuahua Shorthair,Tan,2014-03-01 00:00:00,315,2020-03-15 12:21:00,2020-03-17 12:59:00,315,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,736,1
A814508,Unknown,Wildlife,Sick,Other,Raccoon,Black,2018-03-01 00:00:00,104,2020-03-01 12:44:00,2020-03-01 19:18:00,104,Unknown,Unknown,Unknown,Unknown,6803 Stage Coach Trail,Austin,TX,732,0
A814507,Sadie,Public Assist,Normal,Dog,Jack Russell Terrier Mix,Tricolor,2010-03-01 00:00:00,521,2020-03-01 12:24:00,2020-03-11 11:56:00,523,Intact,Female,Intact,Female,Unknown address,Manor,TX,365,1
A814506,Roky,Stray,Normal,Dog,Miniature Poodle Mix,White,2018-03-01 00:00:00,104,2020-03-01 12:15:00,2020-03-03 18:59:00,104,Intact,Male,Intact,Male,12108 Briarcreek Loop,Manor,TX,244,1
A814505,Unknown,Stray,Normal,Cat,Domestic Shorthair,Black,2019-12-10 00:00:00,11,2020-03-01 11:24:00,2020-03-05 17:02:00,12,Intact,Female,Spayed,Female,14608 Rock Cliff Drive,Leander,TX,17,1
A814504,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-12-10 00:00:00,11,2020-03-01 11:24:00,2020-03-03 17:51:00,12,Intact,Male,Intact,Male,14608 Rock Cliff Drive,Leander,TX,28,1
A814503,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-12-10 00:00:00,11,2020-03-01 11:24:00,2020-03-03 17:52:00,12,Intact,Male,Intact,Male,14608 Rock Cliff Drive,Leander,TX,28,1
A814502,Unknown,Stray,Normal,Cat,Domestic Shorthair,Blue Tabby,2019-12-10 00:00:00,11,2020-03-01 11:24:00,2020-03-05 16:43:00,12,Intact,Female,Spayed,Female,14608 Rock Cliff Drive,Leander,TX,17,1
A814501,Unknown,Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 10:58:00,26,Unknown,Unknown,Unknown,Unknown,14608 Rock Cliff Drive,Leander,TX,46,1
A814500,Unknown,Stray,Normal,Cat,Domestic Shorthair,Cream Tabby,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 10:58:00,26,Unknown,Unknown,Unknown,Unknown,14608 Rock Cliff Drive,Leander,TX,46,1
A814499,Unknown,Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 10:58:00,26,Unknown,Unknown,Unknown,Unknown,14608 Rock Cliff Drive,Leander,TX,46,1
A814498,Unknown,Stray,Normal,Cat,Domestic Longhair,Cream Tabby,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 14:51:00,26,Unknown,Unknown,Unknown,Unknown,14608 Rock Cliff Drive,Leander,TX,37,1
A814497,Unknown,Stray,Normal,Cat,Domestic Shorthair,Cream Tabby,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 14:51:00,26,Unknown,Unknown,Unknown,Unknown,14608 Rock Cliff Drive,Leander,TX,37,1
A814496,Unknown,Stray,Normal,Cat,Domestic Shorthair,Calico,2019-09-01 00:00:00,26,2020-03-01 11:24:00,2020-03-05 14:53:00,26,Intact,Female,Intact,Female,14608 Rock Cliff Drive,Leander,TX,37,1
A814494,Alice Jade,Owner Surrender,Normal,Dog,German Shepherd Mix,Black,2019-10-01 00:00:00,21,2020-03-01 11:38:00,2020-03-15 12:42:00,23,Intact,Female,Spayed,Female,Unknown address,Austin,TX,10,1
A814493,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,2018-03-01 00:00:00,104,2020-03-01 11:05:00,2020-03-05 14:53:00,105,Unknown,Unknown,Unknown,Unknown,8908 Ramirez Lane,Austin,TX,146,1
A814492,Smokey,Stray,Normal,Dog,German Shepherd Mix,Brown,2019-10-02 00:00:00,21,2020-03-01 11:04:00,2020-03-02 11:23:00,21,Intact,Male,Intact,Male,200 Lohman Ford Road,Leander,TX,76,1
A814489,Unknown,Stray,Injured,Dog,Miniature Poodle,White,2015-03-01 00:00:00,261,2020-03-01 10:38:00,2020-03-04 16:29:00,261,Intact,Male,Intact,Male,500 E Riverside Dr,Austin,TX,457,0
A814487,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-03-01 10:33:00,2020-03-01 19:16:00,104,Unknown,Unknown,Unknown,Unknown,1830 Simond Ave,Austin,TX,732,0
A814486,Argon,Stray,Normal,Dog,German Shepherd Mix,Black,2017-03-01 00:00:00,156,2020-03-01 08:14:00,2020-03-12 12:11:00,158,Intact,Male,Neutered,Male,1030 Norwood Park Boulevard,Austin,TX,91,1
A814480,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 20:05:00,2020-03-01 19:07:00,104,Unknown,Unknown,Unknown,Unknown,1511 S Congress,Austin,TX,731,0
A814476,Zuko,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2019-07-29 00:00:00,31,2020-03-08 15:02:00,2020-03-10 19:03:00,32,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,75,1
A814475,Danny,Stray,Normal,Dog,Labrador Retriever,Black,2019-07-29 00:00:00,30,2020-02-29 16:36:00,2020-03-08 16:38:00,31,Intact,Male,Neutered,Male,East Riverside Drive And Wickersham Lane,Austin,TX,24,1
A814473,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 16:22:00,2020-03-01 18:57:00,104,Unknown,Unknown,Unknown,Unknown,2409 S Congress Ave,Austin,TX,366,0
A814472,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 20:40:00,2020-03-01 19:14:00,104,Unknown,Unknown,Unknown,Unknown,1712 E 11Th St,Austin,TX,731,0
A814471,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 20:35:00,2020-03-01 19:12:00,104,Unknown,Unknown,Unknown,Unknown,1712 E 11Th,Austin,TX,731,0
A814470,Simon,Stray,Normal,Dog,Manchester Terrier Mix,Black,2010-11-19 00:00:00,484,2020-02-29 16:08:00,2020-02-29 17:21:00,484,Neutered,Male,Neutered,Male,14201 Eucalyptus,Travis,TX,3390,1
A814469,Breezy,Stray,Normal,Dog,Pit Bull,Brown Brindle,2018-03-01 00:00:00,104,2020-02-29 16:07:00,2020-03-05 19:22:00,105,Intact,Male,Neutered,Male,2311 Burleson Road,Austin,TX,122,1
A814467,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 16:13:00,2020-03-01 18:54:00,104,Unknown,Unknown,Unknown,Unknown,1712 E 11Th St,Austin,TX,366,0
A814466,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,White,2019-03-01 00:00:00,52,2020-02-29 15:55:00,2020-03-04 10:34:00,52,Intact,Male,Intact,Male,9701 South Congress,Austin,TX,92,1
A814465,Tobias,Public Assist,Normal,Dog,Beagle,Tan,2016-04-29 00:00:00,200,2020-02-29 15:59:00,2020-03-10 14:16:00,201,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,140,1
A814464,Unknown,Wildlife,Sick,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 15:54:00,2020-02-29 18:32:00,104,Unknown,Unknown,Unknown,Unknown,13212 N Lamar Blvd,Austin,TX,731,0
A814463,Austin,Owner Surrender,Normal,Dog,West Highland,White,2018-06-01 00:00:00,91,2020-02-29 15:23:00,2020-03-10 17:26:00,92,Neutered,Male,Neutered,Male,Unknown address,Travis,TX,58,1
A814462,Sassy,Stray,Normal,Dog,Yorkshire Terrier,Tan,2018-03-01 00:00:00,104,2020-02-29 15:07:00,2020-03-04 16:22:00,104,Intact,Female,Spayed,Female,16608 Aventura Avenue,Pflugerville,TX,146,1
A814461,Weeble,Stray,Injured,Dog,Maltese,White,2019-09-14 00:00:00,24,2020-02-29 15:04:00,2020-03-08 12:19:00,25,Intact,Male,Intact,Male,5201 Bogey Court,Austin,TX,21,1
A814458,Scarlett,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,White,2019-11-29 00:00:00,13,2020-02-29 14:27:00,2020-03-03 17:52:00,13,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,23,1
A814457,Princess,Stray,Normal,Dog,Pit Bull,Blue,2019-03-01 00:00:00,52,2020-02-29 14:39:00,2020-03-01 14:02:00,52,Intact,Female,Intact,Female,13710 Merseyside Drive,Travis,TX,366,1
A814456,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Tortie,2020-02-25 00:00:00,0,2020-02-29 14:35:00,2020-02-29 16:32:00,0,Intact,Female,Intact,Female,2513 Allred Drive,Austin,TX,5,1
A814455,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,2020-02-25 00:00:00,0,2020-02-29 14:35:00,2020-02-29 16:32:00,0,Intact,Male,Intact,Male,2513 Allred Drive,Austin,TX,5,1
A814454,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,2020-02-25 00:00:00,0,2020-02-29 14:35:00,2020-02-29 16:31:00,0,Intact,Male,Intact,Male,2513 Allred Drive,Austin,TX,5,1
A814453,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,2019-11-29 00:00:00,13,2020-02-29 14:27:00,2020-03-01 14:28:00,13,Spayed,Female,Spayed,Female,Unknown address,Austin,TX,46,1
A814452,Panda,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,2019-11-29 00:00:00,13,2020-02-29 14:27:00,2020-03-06 19:17:00,14,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,13,1
A814451,Marvin,Stray,Normal,Dog,Black,Black,2019-03-01 00:00:00,52,2020-02-29 14:24:00,2020-03-12 12:11:00,53,Intact,Male,Neutered,Male,7901 East Ben White Boulevard,Austin,TX,30,1
A814450,Bentley,Stray,Aged,Dog,Yorkshire Terrier,Brown,2006-03-01 00:00:00,730,2020-02-29 14:10:00,2020-02-29 17:12:00,730,Intact,Male,Intact,Male,59608 Havant Way,Travis,TX,5114,1
A814449,Unknown,Stray,Normal,Dog,Pit Bull Mix,Black,2019-10-29 00:00:00,17,2020-02-29 14:04:00,2020-03-06 16:17:00,18,Intact,Male,Neutered,Male,Palm Way And Mopac,Austin,TX,18,1
A814448,Unknown,Stray,Normal,Dog,Beagle Mix,Brown,2019-08-29 00:00:00,26,2020-02-29 13:53:00,2020-03-06 18:28:00,27,Intact,Female,Spayed,Female,Runderg And North Lamar,Austin,TX,26,1
A814447,Unknown,Stray,Injured,Cat,Domestic Shorthair,Black,2015-03-01 00:00:00,260,2020-02-29 13:51:00,2020-03-04 10:35:00,261,Intact,Male,Intact,Male,12506 Monaghan Trail,Austin,TX,457,1
A814446,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,2019-03-01 00:00:00,52,2020-02-29 13:31:00,2020-03-04 10:36:00,52,Unknown,Unknown,Unknown,Unknown,1012 Fieldwood Drive,Austin,TX,92,1
A814445,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Blue,2018-03-01 00:00:00,104,2020-02-29 13:15:00,2020-03-04 10:40:00,104,Intact,Male,Intact,Male,6317 Del Monte Road,Austin,TX,183,1
A814444,Nala,Stray,Aged,Dog,Chihuahua Shorthair,Tan,2005-03-01 00:00:00,782,2020-02-29 13:17:00,2020-02-29 15:33:00,782,Spayed,Female,Spayed,Female,13504 Fern Grove Court,Manor,TX,5479,1
A814443,Juliet,Stray,Normal,Dog,Chihuahua Shorthair,Red,2019-03-01 00:00:00,52,2020-02-29 13:05:00,2020-03-07 17:26:00,53,Intact,Female,Spayed,Female,2905 Pecan Springs Road,Austin,TX,46,1
A814441,Domino,Owner Surrender,Normal,Other,Guinea Pig,Gray,2018-08-29 00:00:00,78,2020-02-29 12:32:00,2020-03-01 15:43:00,78,Intact,Male,Intact,Male,Unknown address,Austin,TX,275,1
A814440,Queso,Owner Surrender,Normal,Other,Guinea Pig,Tan,2018-08-29 00:00:00,78,2020-02-29 12:32:00,2020-03-01 15:42:00,78,Intact,Male,Intact,Male,Unknown address,Austin,TX,275,1
A814439,Draco,Owner Surrender,Normal,Other,Guinea Pig,Brown,2018-08-29 00:00:00,78,2020-02-29 12:32:00,2020-03-01 15:41:00,78,Intact,Male,Intact,Male,Unknown address,Austin,TX,275,1
A814438,Skippy,Owner Surrender,Normal,Other,Guinea Pig,Calico,2018-08-29 00:00:00,78,2020-02-29 12:32:00,2020-03-01 15:39:00,78,Intact,Male,Intact,Male,Unknown address,Austin,TX,275,1
A814437,Mr. Tarzan,Owner Surrender,Normal,Other,Guinea Pig,Calico,2018-08-29 00:00:00,78,2020-02-29 12:32:00,2020-03-01 15:39:00,78,Intact,Male,Intact,Male,Unknown address,Austin,TX,275,1
A814435,Unknown,Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby,2019-03-01 00:00:00,52,2020-02-29 12:06:00,2020-03-04 10:40:00,52,Intact,Male,Intact,Male,Bluff Bend Drive And Childress Drive,Austin,TX,92,1
A814434,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-03-01 00:00:00,52,2020-02-29 12:06:00,2020-03-04 10:41:00,52,Intact,Male,Intact,Male,Bluff Bend Drive And Childress Drive,Austin,TX,92,1
A814433,Unknown,Wildlife,Injured,Other,Rabbit Sh,Gray,2020-02-25 00:00:00,0,2020-02-29 12:05:00,2020-02-29 12:13:00,0,Unknown,Unknown,Unknown,Unknown,Unknown address,Travis,TX,5,0
A814432,Spencer,Public Assist,Normal,Cat,Domestic Medium Hair,Brown Tabby,2019-03-01 00:00:00,52,2020-03-02 15:41:00,2020-03-10 13:23:00,53,Neutered,Male,Neutered,Male,Unknown address,Austin,TX,46,1
A814430,Unknown,Stray,Normal,Dog,Jack Russell Terrier Mix,White,2019-12-07 00:00:00,12,2020-02-29 11:28:00,2020-03-04 17:05:00,12,Intact,Male,Neutered,Male,Mearns Meadow And Rutland,Austin,TX,17,1
A814429,Charlie,Owner Surrender,Normal,Dog,Shih Tzu,White,2015-03-01 00:00:00,260,2020-02-29 11:28:00,2020-02-29 17:49:00,260,Neutered,Male,Neutered,Male,Unknown address,Travis,TX,1827,1
A814428,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby,2019-11-29 00:00:00,13,2020-02-29 10:43:00,2020-03-04 20:06:00,13,Intact,Female,Spayed,Female,1307 East 52Nd,Austin,TX,19,1
A814427,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby,2019-11-29 00:00:00,13,2020-02-29 10:43:00,2020-03-06 17:31:00,14,Intact,Female,Spayed,Female,1307 East 52Nd,Austin,TX,13,1
A814426,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Gray Tabby,2019-11-29 00:00:00,13,2020-02-29 10:43:00,2020-03-06 17:51:00,14,Intact,Male,Neutered,Male,1307 East 52Nd,Austin,TX,13,1
A814424,Barbie,Stray,Normal,Dog,Catahoula,Blue Merle,2019-12-14 00:00:00,11,2020-02-29 10:41:00,2020-03-06 18:05:00,11,Intact,Female,Spayed,Female,916 East Koenig Lane,Austin,TX,11,1
A814423,Unknown,Stray,Normal,Dog,Labrador Retriever,White,2019-03-01 00:00:00,52,2020-02-29 09:05:00,2020-03-04 15:55:00,52,Intact,Male,Intact,Male,William Cannon And Bannockburn Dr,Austin,TX,73,1
A814419,Unknown,Stray,Normal,Dog,Siberian Husky,Black,2018-03-01 00:00:00,104,2020-02-29 08:49:00,2020-03-01 14:51:00,104,Intact,Male,Intact,Male,Decker Ln,Austin,TX,366,1
A814402,Unknown,Wildlife,Normal,Other,Bat,Brown,2019-03-01 00:00:00,52,2020-02-29 03:48:00,2020-02-29 09:40:00,52,Unknown,Unknown,Unknown,Unknown,1801 W Wells Branch Pkwy,Travis,TX,366,0
A814401,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-03-01 00:00:00,104,2020-02-29 03:35:00,2020-02-29 09:38:00,104,Unknown,Unknown,Unknown,Unknown,12512 Old Kimbro Rd,Travis,TX,731,0
A814398,Ally,Public Assist,Normal,Dog,Labrador Retriever,Black,2017-02-28 00:00:00,156,2020-02-28 22:45:00,2020-03-12 12:34:00,158,Spayed,Female,Spayed,Female,3636 N Rr 620,Austin,TX,84,1
A814395,Max,Stray,Normal,Dog,Irish Wolfhound,Tricolor,2006-03-01 00:00:00,730,2020-02-28 18:31:00,2020-02-29 12:33:00,730,Neutered,Male,Neutered,Male,801 West 5Th Street,Austin,TX,5113,1
A814381,Unknown,Stray,Normal,Cat,Burmese Mix,Chocolate,2019-09-28 00:00:00,21,2020-02-28 16:18:00,2020-03-05 14:57:00,22,Intact,Female,Intact,Female,3411 Andtree,Austin,TX,26,1
A814375,Unknown,Stray,Normal,Dog,Cardigan Welsh Corgi Mix,Brown,2018-02-28 00:00:00,104,2020-02-28 15:45:00,2020-03-03 17:15:00,104,Intact,Male,Neutered,Male,1800 East Stassney Lane,Austin,TX,146,1
A814374,Unknown,Stray,Normal,Other,Dwarf Hotot,Gray,2019-02-28 00:00:00,52,2020-02-28 15:33:00,2020-03-03 16:47:00,52,Intact,Male,Intact,Male,9117 Anderson Mill Road,Austin,TX,73,1
A814372,Chance,Stray,Normal,Dog,Golden Retriever,Gold,2017-02-28 00:00:00,156,2020-02-28 15:14:00,2020-02-28 19:14:00,156,Intact,Female,Intact,Female,11400 Domain,Austin,TX,1096,1
A814371,Thunder,Stray,Normal,Dog,American Staffordshire Terrier,Fawn,2019-02-28 00:00:00,52,2020-02-28 15:15:00,2020-02-29 12:38:00,52,Intact,Female,Intact,Female,Unknown address,Outside,Jurisdiction,366,1
A814370,Reyna,Stray,Normal,Dog,American Staffordshire Terrier,Fawn,2019-02-28 00:00:00,52,2020-02-28 15:15:00,2020-02-29 12:37:00,52,Intact,Female,Intact,Female,Unknown address,Outside,Jurisdiction,366,1
A814368,Unknown,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2019-12-13 00:00:00,11,2020-02-28 14:15:00,2020-03-01 19:12:00,11,Intact,Female,Spayed,Female,208 Dry Creek,Austin,TX,26,1
A814367,Unknown,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2019-12-13 00:00:00,11,2020-02-28 14:15:00,2020-03-01 19:09:00,11,Intact,Male,Neutered,Male,208 Dry Creek,Austin,TX,26,1
A814366,Unknown,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2019-12-13 00:00:00,11,2020-02-28 14:15:00,2020-03-02 13:02:00,11,Intact,Male,Neutered,Male,208 Dry Creek,Austin,TX,26,1
A814365,Izzy,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,2007-02-28 00:00:00,678,2020-02-28 14:12:00,2020-03-02 14:07:00,678,Spayed,Female,Spayed,Female,Unknown address,Travis,TX,1583,1
A814364,Sofi,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,2007-02-28 00:00:00,678,2020-02-28 14:12:00,2020-03-02 14:09:00,678,Spayed,Female,Spayed,Female,Unknown address,Travis,TX,1583,1
A814363,Sadie,Owner Surrender,Normal,Dog,Labrador Retriever,White,2019-12-13 00:00:00,11,2020-02-28 14:15:00,2020-03-01 16:41:00,11,Intact,Female,Spayed,Female,208 Dry Creek,Austin,TX,26,1
A814361,Unknown,Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Brown,2020-02-19 00:00:00,1,2020-02-28 14:01:00,2020-03-10 12:54:00,2,Unknown,Unknown,Unknown,Unknown,Unknown address,Travis,TX,1,0
A814360,Unknown,Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Brown,2020-02-19 00:00:00,1,2020-02-28 14:01:00,2020-03-17 15:21:00,3,Unknown,Unknown,Unknown,Unknown,Unknown address,Travis,TX,1,0
A814359,Unknown,Owner Surrender,Nursing,Dog,Chihuahua Shorthair Mix,Tricolor,2020-02-19 00:00:00,1,2020-02-28 14:01:00,2020-03-18 11:38:00,4,Intact,Female,Intact,Female,Unknown address,Travis,TX,1,1
A814358,Vaca,Owner Surrender,Sick,Dog,Chihuahua Shorthair,White,2019-11-28 00:00:00,13,2020-02-28 13:59:00,2020-02-28 19:24:00,13,Intact,Female,Intact,Female,Unknown address,Austin,TX,93,1
A814354,Unknown,Stray,Injured,Cat,Domestic Shorthair,Black Smoke,2018-02-28 00:00:00,104,2020-02-28 13:20:00,2020-03-04 00:00:00,105,Intact,Male,Intact,Male,8600 N Lamar Blvd,Austin,TX,146,1
A814353,Tot,Stray,Normal,Cat,Abyssinian,Brown Tabby,2019-10-28 00:00:00,17,2020-02-28 13:04:00,2020-02-29 14:27:00,17,Neutered,Male,Neutered,Male,12670 Lime Creek Rd,Leander,TX,62,1
A814352,Unknown,Stray,Normal,Dog,Border Terrier,Black,2019-08-28 00:00:00,26,2020-02-28 12:42:00,2020-03-03 14:46:00,26,Intact,Female,Spayed,Female,8600 North Lamar Boulevard,Austin,TX,37,1
A814351,Angus,Stray,Normal,Dog,Border Collie,Black,2019-02-28 00:00:00,52,2020-02-28 12:25:00,2020-03-12 12:10:00,54,Intact,Male,Neutered,Male,1817 Webberville Drive,Austin,TX,28,1
A814350,Mookie,Stray,Normal,Dog,Siberian Husky,Sable,2019-02-28 00:00:00,52,2020-02-28 12:25:00,2020-03-07 16:25:00,53,Intact,Female,Spayed,Female,1817 Webberville Drive,Austin,TX,41,1
A814349,Arlo,Stray,Normal,Dog,Australian Cattle Dog,Blue Tick,2019-02-28 00:00:00,52,2020-02-28 12:27:00,2020-03-07 12:16:00,53,Intact,Male,Neutered,Male,Tech Ridge Boulevard And Mccallen Pass,Austin,TX,46,1
A814341,Freddie,Stray,Normal,Dog,Chihuahua Shorthair,Tan,2018-02-28 00:00:00,104,2020-02-28 11:33:00,2020-03-17 12:58:00,106,Intact,Male,Neutered,Male,East Pleasant Valley And 7Th Street,Austin,TX,38,1
A814339,Milo,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2019-02-28 00:00:00,52,2020-02-28 11:30:00,2020-03-04 17:38:00,52,Intact,Male,Neutered,Male,1300 Fieldspar Lane,Manor,TX,61,1
A814338,Rover,Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,2019-02-28 00:00:00,52,2020-02-28 11:30:00,2020-03-03 17:15:00,52,Neutered,Male,Neutered,Male,Unknown address,Outside,Jurisdiction,73,1
A814337,Unknown,Abandoned,Normal,Dog,Chihuahua Shorthair,Brown,2019-02-28 00:00:00,52,2020-02-28 10:27:00,2020-03-03 16:48:00,52,Intact,Female,Spayed,Female,7201 Levander Loop,Austin,TX,73,1
A814334,Unknown,Wildlife,Normal,Other,Bat,Brown,2018-02-27 00:00:00,104,2020-02-27 20:17:00,2020-02-28 13:04:00,104,Unknown,Unknown,Unknown,Unknown,1712 E 11 Th St,Austin,TX,731,0
A814333,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-23 00:00:00,0,2020-02-27 18:50:00,2020-02-28 11:53:00,0,Unknown,Unknown,Unknown,Unknown,7201 Levander Loop,Austin,TX,5,1
A814332,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-23 00:00:00,0,2020-02-27 18:50:00,2020-02-28 11:53:00,0,Unknown,Unknown,Unknown,Unknown,7201 Levander Loop,Austin,TX,5,1
A814331,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-23 00:00:00,0,2020-02-27 18:50:00,2020-02-28 11:52:00,0,Unknown,Unknown,Unknown,Unknown,7201 Levander Loop,Austin,TX,5,1
A814330,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Black,2020-02-23 00:00:00,0,2020-02-27 18:50:00,2020-02-28 11:52:00,0,Unknown,Unknown,Unknown,Unknown,7201 Levander Loop,Austin,TX,5,1
A814327,Ichabod,Abandoned,Normal,Cat,Domestic Medium Hair,Tortie,2018-07-27 00:00:00,82,2020-02-27 18:17:00,2020-02-28 18:47:00,83,Spayed,Female,Spayed,Female,7201 Levander Loop,Austin,TX,290,1
A814323,Unknown,Stray,Normal,Dog,Dachshund Mix,Tan,2018-02-27 00:00:00,104,2020-02-27 18:02:00,2020-03-02 16:14:00,104,Intact,Female,Spayed,Female,Cloudview Drive And Lunar Drive,Austin,TX,183,1
A814322,Begheera,Stray,Normal,Dog,Labrador Retriever,Black,2017-02-27 00:00:00,156,2020-02-27 17:28:00,2020-02-28 11:50:00,156,Intact,Male,Intact,Male,Stuart Circle And Jain Lane,Austin,TX,1096,1
A814321,Mira,Stray,Normal,Dog,Labrador Retriever,Black,2019-12-14 00:00:00,10,2020-02-27 16:47:00,2020-03-06 18:52:00,11,Intact,Female,Spayed,Female,2001 Bastrop Highway,Travis,TX,8,1
A814319,Mini,Owner Surrender,Normal,Dog,Labrador Retriever,Black,2019-12-14 00:00:00,13,2020-03-15 15:19:00,2020-03-15 16:35:00,13,Spayed,Female,Spayed,Female,Unknown address,Pflugerville,TX,93,1
