Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,binary_outcome,recidence_Time_Ratio
A770696,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,10/23/2017 0:00,26,4/23/2018 18:58,4/29/2018 15:00,26,Female,Intact,Female,Intact,10507 Mellow Meadows,Austin,TX,1,99
A689398,Buster,Stray,Normal,Dog,American Bulldog Mix,Black,10/3/2012 0:00,104,10/3/2014 14:58,12/6/2014 17:02,113,Male,Intact,Male,Neutered,Skyway Cir And Barton Skyway,Austin,TX,1,9878
A753586,Cheyenne,Stray,Normal,Dog,Pit Bull Mix,Brown,7/8/2015 0:00,104,7/8/2017 13:36,9/13/2017 18:36,114,Female,Intact,Female,Spayed,124 West Anderson Lane,Austin,TX,1,11060
A718415,Sandra,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,12/29/2012 0:00,156,12/29/2015 14:51,1/3/2016 16:50,157,Female,Spayed,Female,Spayed,1156 W Cesar Chavez,Austin,TX,1,1106
A758115,Rose,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,6/12/2017 0:00,16,10/3/2017 19:07,10/7/2017 15:46,16,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,99
A751143,Tejon,Stray,Normal,Dog,German Shepherd,Black,6/4/2014 0:00,156,6/4/2017 14:14,6/5/2017 17:26,156,Male,Intact,Male,Intact,5625 Abby Anne,Austin,TX,1,99
A689451,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,White,10/4/2012 0:00,104,10/4/2014 11:34,10/5/2014 9:00,104,Female,Intact,Female,Intact,2329 Benridge Trl,Austin,TX,1,99
A699538,Donaghue,Stray,Normal,Dog,Chihuahua Shorthair Mix,Red,3/29/2013 0:00,105,4/4/2015 11:35,4/15/2015 18:39,106,Male,Neutered,Male,Neutered,1200 Barton Hills Dr,Austin,TX,1,1109
A673275,Prince,Stray,Normal,Dog,Pit Bull Mix,Blue Tiger,2/21/2011 0:00,156,2/21/2014 12:22,3/19/2014 15:17,160,Male,Intact,Male,Intact,9308 N Lamar,Austin,TX,0,4202
A794115,Paco,Stray,Normal,Dog,Rat Terrier Mix,Tan,5/4/2005 0:00,730,5/4/2019 11:30,5/4/2019 12:54,730,Male,Intact,Male,Intact,East Rundberg And Payton Gin,Austin,TX,1,99
A758424,Beautiful,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/16/2010 0:00,365,9/16/2017 14:57,11/8/2017 17:07,372,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,7234
A560071,Tortie,Stray,Sick,Cat,Domestic Shorthair Mix,Tortie,11/2/2008 0:00,493,4/20/2018 7:54,4/20/2018 16:52,493,Female,Spayed,Female,Spayed,7239 Coronado Circle,Austin,TX,1,99
A642201,Sam,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,9/4/2012 0:00,84,4/15/2014 18:07,11/22/2014 13:01,115,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,42526
A801802,Unknown,Stray,Normal,Cat,Domestic Shorthair,Tortie,8/9/2018 0:00,52,8/9/2019 12:21,8/12/2019 0:00,52,Female,Intact,Female,Intact,621 River Oaks Drive,Austin,TX,1,99
A752545,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/8/2017 0:00,10,6/23/2017 15:33,7/1/2017 19:30,12,Male,Intact,Male,Neutered,14813 Vevey Dr,Austin,TX,1,2495
A712237,Donna,Stray,Normal,Cat,Domestic Shorthair Mix,Black,8/4/2015 0:00,6,9/19/2015 14:31,10/16/2015 17:39,10,Male,Intact,Male,Neutered,6808 S Ih35,Austin,TX,1,6721
A748749,Rainy,Stray,Nursing,Cat,Domestic Shorthair Mix,Calico,5/6/2016 0:00,52,5/6/2017 15:11,9/1/2017 15:45,69,Female,Intact,Female,Spayed,1834 Ferguson,Austin,TX,1,22646
A676565,Lady,Stray,Injured,Dog,Chihuahua Shorthair Mix,Cream,4/11/2011 0:00,156,4/11/2014 17:59,4/19/2014 11:44,157,Female,Intact,Female,Spayed,5405 Village Ln,Austin,TX,1,1106
A682629,Speedy,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Brown,12/30/2007 0:00,339,6/30/2014 17:00,7/4/2014 13:26,339,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,99
A669508,Tilly,Owner Surrender,Normal,Dog,Affenpinscher Mix,Black,12/21/2010 0:00,156,12/21/2013 17:02,12/23/2013 18:24,156,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,99
A667349,Unknown,Stray,Normal,Other,Rabbit Sh Mix,Brown,10/16/2013 0:00,4,11/16/2013 13:40,11/17/2013 11:49,4,Unknown,Unknown,Unknown,Unknown,7301 Buttonbush Dr,Austin,TX,1,97
A741428,Cosmeaux,Stray,Normal,Dog,Labrador Retriever Mix,Brown,1/2/2016 0:00,52,1/2/2017 11:45,1/9/2017 17:23,53,Male,Intact,Male,Neutered,8207 Canoga Ave,Travis,TX,1,1119
A809376,Pippa,Stray,Normal,Dog,American Pit Bull Terrier Mix,White,11/23/2018 0:00,52,11/23/2019 13:18,11/30/2019 16:18,53,Female,Intact,Female,Spayed,8300 Bluff Springs,Travis,TX,1,1119
A768356,Unknown,Wildlife,Feral,Other,Bat Mix,Brown,3/17/2017 0:00,52,3/17/2018 16:05,3/17/2018 16:43,52,Unknown,Unknown,Unknown,Unknown,74 Trinity St,Austin,TX,0,99
A726312,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Cream Tabby,4/19/2016 0:00,2,5/9/2016 14:34,5/9/2016 18:59,2,Unknown,Unknown,Unknown,Unknown,125 Stork Rd,Austin,TX,1,95
A696397,Peanut,Stray,Normal,Dog,Labrador Retriever Mix,Brown Brindle,12/4/2014 0:00,8,2/4/2015 12:15,2/8/2015 18:16,9,Male,Intact,Male,Neutered,8501 Yaupon Springs,Travis,TX,1,1222
A702109,Unknown,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,3/9/2015 0:00,8,5/9/2015 12:57,5/11/2015 17:56,9,Male,Intact,Male,Neutered,512 Evans Ave,Austin,TX,1,1222
A750069,Q,Stray,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,5/1/2017 0:00,3,5/23/2017 12:27,6/29/2017 16:56,8,Male,Intact,Male,Neutered,3300 Killingsworth Ln,Pflugerville,TX,1,13161
A781608,Bertie,Stray,Normal,Cat,Domestic Medium Hair Mix,Brown Tabby,10/2/2017 0:00,52,10/2/2018 13:11,1/7/2019 18:03,66,Female,Intact,Female,Spayed,5516 Spring Meadow Road,Austin,TX,1,17861
A736928,Hank,Stray,Normal,Dog,Labrador Retriever,Yellow,10/19/2015 0:00,52,10/19/2016 13:29,10/20/2016 11:30,52,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,99
A727507,Alien,Stray,Normal,Dog,Lhasa Apso,White,5/22/2014 0:00,104,5/22/2016 17:00,5/23/2016 11:20,104,Male,Intact,Male,Intact,Riverside And Pleasant Valley,Austin,TX,1,99
A724003,Marisol,Stray,Normal,Dog,Labrador Retriever Mix,Black,4/10/2015 0:00,52,4/10/2016 13:26,4/17/2016 14:58,53,Female,Intact,Female,Spayed,Rundberg And Parkfield,Austin,TX,1,1119
A801946,Patches,Owner Surrender,Normal,Cat,Domestic Shorthair,Calico,11/8/2005 0:00,727,10/15/2019 12:52,11/3/2019 18:12,729,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,2105
A701158,Unknown,Stray,Normal,Cat,Siamese Mix,Lynx Point,4/9/2015 0:00,2,4/24/2015 15:00,4/24/2015 15:54,2,Male,Intact,Male,Intact,71 & Tx 45,Austin,TX,1,95
A697439,Unknown,Wildlife,Normal,Other,Bat Mix,Brown,8/23/2014 0:00,26,2/23/2015 17:38,2/24/2015 8:41,26,Unknown,Unknown,Unknown,Unknown,11400 Concordia University Dr.,Austin,TX,0,99
A675247,Unknown,Owner Surrender,Sick,Other,Rex Mix,White,3/25/2012 0:00,104,3/25/2014 14:47,3/25/2014 17:29,104,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,99
A701956,Davis,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/6/2014 0:00,43,7/10/2015 11:41,10/18/2015 17:07,58,Female,Spayed,Female,Spayed,12203 B Alderbrook Drive,Austin,TX,1,20320
A723349,Bertie,Stray,Normal,Dog,Great Pyrenees Mix,White,10/30/2014 0:00,73,3/30/2016 13:40,4/3/2016 17:53,74,Male,Intact,Male,Neutered,7313 Colony Park,Austin,TX,1,1113
A753331,Gabe,Stray,Normal,Dog,Pit Bull Mix,Blue,11/5/2016 0:00,34,7/4/2017 19:11,7/12/2017 11:58,35,Male,Intact,Male,Intact,12409 Drummond Dr,Travis,TX,1,1129
A726562,Little Hero,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,2/21/2007 0:00,481,5/12/2016 12:01,6/25/2016 19:05,487,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,6174
A754713,Unknown,Wildlife,Injured,Other,Raccoon,Gray,7/23/2016 0:00,52,7/23/2017 14:30,7/23/2017 14:36,52,Unknown,Unknown,Unknown,Unknown,903 Wayside Dr,Austin,TX,0,99
A728346,Jaxs,Owner Surrender,Normal,Dog,Boxer,Brown Brindle,11/2/2015 0:00,30,6/2/2016 15:46,6/25/2016 15:18,33,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,3398
A737558,Monkey,Stray,Normal,Dog,Yorkshire Terrier,Tricolor,10/31/2015 0:00,52,10/31/2016 15:53,11/3/2016 12:48,52,Male,Intact,Male,Intact,7201 Levander Loop,Austin,TX,1,99
A806381,Unknown,Stray,Normal,Dog,Siberian Husky,Black,10/9/2016 0:00,156,10/9/2019 18:24,10/15/2019 15:58,157,Male,Intact,Male,Neutered,2306 West Howard Lane,Austin,TX,1,1106
A805967,Opus,Owner Surrender,Normal,Cat,Domestic Shorthair,Black,7/20/2019 0:00,10,10/4/2019 14:07,1/12/2020 18:14,25,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,37376
A750272,Unknown,Wildlife,Normal,Other,Bat,Brown,5/25/2015 0:00,104,5/25/2017 9:41,5/25/2017 9:58,104,Unknown,Unknown,Unknown,Unknown,701 W Riverside Drive,Austin,TX,0,99
A718565,Mancho,Stray,Normal,Dog,Chihuahua Shorthair Mix,Red,1/2/2008 0:00,417,1/2/2016 12:04,1/2/2016 15:01,417,Male,Neutered,Male,Neutered,Dexford Dr,Austin,TX,1,99
A667557,Scotch,Owner Surrender,Normal,Dog,Cardigan Welsh Corgi Mix,Tricolor,11/19/2006 0:00,365,11/19/2013 18:40,11/23/2013 11:06,365,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,99
A693857,Maybelle,Stray,Normal,Cat,Domestic Shorthair Mix,Black,12/15/2004 0:00,521,12/15/2014 17:17,12/22/2014 15:23,522,Female,Intact,Female,Intact,7918 El Dorado Dr,Austin,TX,1,1101
A626165,Dorian,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,5/11/2012 0:00,77,11/4/2013 13:02,12/23/2013 18:50,84,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,7735
A765556,Unknown,Owner Surrender,Normal,Dog,Chihuahua Shorthair,Brown,11/30/2017 0:00,7,1/22/2018 16:16,1/25/2018 17:14,8,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,1239
A743064,Coco,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2/3/2014 0:00,156,2/3/2017 12:06,2/27/2017 12:30,160,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,4202
A749536,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,Black,5/16/2012 0:00,260,5/16/2017 11:42,5/22/2017 15:15,261,Female,Intact,Female,Spayed,Del Curto Rd & Cinnamon Path,Austin,TX,1,1103
A780044,Galaxy,Public Assist,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/9/2017 0:00,52,9/9/2018 9:36,9/19/2018 12:48,53,Male,Neutered,Male,Neutered,7809 Woodrow Ave,Austin,TX,1,1119
A758922,Unknown,Stray,Normal,Cat,Domestic Medium Hair,Tortie,7/24/2017 0:00,8,9/24/2017 7:53,9/29/2017 11:59,9,Female,Intact,Female,Spayed,Wolf Lane,Austin,TX,1,1222
A766638,Nubbs,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,11/13/2017 0:00,13,2/13/2018 12:04,2/14/2018 18:32,13,Female,Intact,Female,Spayed,Unknown address,Del Valle,TX,1,99
A779797,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,5/5/2018 0:00,17,9/5/2018 0:00,9/5/2018 16:48,17,Male,Intact,Male,Intact,6403 Johnny Morris Road,Austin,TX,0,99
A800791,Max,Stray,Normal,Dog,Pit Bull,Brown,7/26/2017 0:00,104,7/26/2019 16:17,7/29/2019 18:07,104,Male,Intact,Male,Intact,E Riverside Dr And Parker Ln,Austin,TX,1,99
A805611,Pork Chop,Owner Surrender,Normal,Dog,Labrador Retriever,Black,9/28/2019 0:00,0,9/29/2019 13:05,12/1/2019 11:34,9,Female,Intact,Female,Spayed,5804 Burleson Road,Austin,TX,1,818999
A702769,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,4/25/2015 0:00,3,5/17/2015 14:38,5/17/2015 18:48,3,Female,Intact,Female,Intact,6909 Shannon Drive,Austin,TX,1,96
A690036,Flo,Stray,Normal,Dog,Boxer,Tan,4/13/2014 0:00,26,10/13/2014 13:39,10/17/2014 16:59,26,Female,Intact,Female,Intact,13600 Clara Martin Dr.,Manor,TX,1,99
A699832,Itsy Bitsy,Public Assist,Other,Dog,Shih Tzu,Black,4/3/2005 0:00,522,4/8/2015 19:56,4/9/2015 15:30,522,Male,Neutered,Male,Neutered,5200 Knight Cir,Austin,TX,1,99
A717798,Amber,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,7/15/2015 0:00,21,12/15/2015 15:08,12/26/2015 14:40,23,Female,Spayed,Female,Spayed,7404 Crepe Myrtle Dr,Austin,TX,1,2289
A709991,Fanchon,Stray,Normal,Cat,Domestic Shorthair Mix,White,6/15/2015 0:00,8,8/15/2015 14:08,8/26/2015 13:15,10,Female,Intact,Female,Intact,1100 Debco Ln,Travis,TX,1,2592
A744222,Maya,Stray,Normal,Dog,Labrador Retriever,Red,6/10/2013 0:00,193,2/25/2017 13:30,2/25/2017 16:52,193,Female,Spayed,Female,Spayed,Mosley And Amherst Dr,Austin,TX,1,99
A777955,Habanero,Owner Surrender,Normal,Dog,Pointer,Sable,6/10/2018 0:00,8,8/6/2018 8:06,8/21/2018 16:50,10,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,2592
A800992,Waddles,Stray,Normal,Dog,Australian Cattle Dog Mix,Brown,11/29/2010 0:00,452,7/29/2019 17:06,8/2/2019 18:09,452,Male,Neutered,Male,Neutered,Santana Street,Travis,TX,1,99
A670260,Unknown,Owner Surrender,Normal,Dog,Chow Chow Mix,Red,1/4/2002 0:00,626,1/4/2014 13:24,1/4/2014 17:52,626,Female,Intact,Female,Intact,Unknown address,Austin,TX,0,99
A782119,Charley,Stray,Normal,Dog,Labrador Retriever Mix,Brown,7/17/2018 0:00,12,10/10/2018 16:15,10/17/2018 16:51,13,Male,Intact,Male,Neutered,1200 East Rundberg,Austin,TX,1,1181
A802492,Zoey,Stray,Normal,Dog,Catahoula,Brown,8/20/2018 0:00,52,8/19/2019 10:09,8/20/2019 15:52,52,Female,Intact,Female,Intact,Duty St,Travis,TX,1,99
A791689,Tobias,Public Assist,Normal,Cat,Domestic Shorthair Mix,Black,3/30/2012 0:00,365,3/30/2019 12:47,4/9/2019 12:59,366,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1102
A705523,Buddy,Public Assist,Normal,Dog,Labrador Retriever,Tan,6/18/2008 0:00,365,6/18/2015 14:12,6/22/2015 19:05,365,Male,Neutered,Male,Neutered,506 S Pacebend,Travis,TX,1,99
A722043,Unknown,Wildlife,Normal,Other,Bat Mix,Brown,3/9/2015 0:00,52,3/9/2016 18:08,3/10/2016 8:37,52,Unknown,Unknown,Unknown,Unknown,11000 Middle Fiskville Rd,Austin,TX,0,99
A759906,Andy,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,White,10/9/2015 0:00,108,11/7/2017 12:35,11/25/2017 15:20,111,Male,Neutered,Male,Neutered,Unknown address,Manor,TX,1,3183
A798287,Eleanor,Stray,Normal,Dog,Siberian Husky,Gray,6/24/2018 0:00,52,6/24/2019 11:16,6/29/2019 13:56,52,Female,Intact,Female,Intact,5400 East Highway 71,Travis,TX,1,99
A783266,Jellybean,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/28/2018 0:00,26,10/28/2018 11:11,11/9/2018 17:30,27,Female,Intact,Female,Spayed,15525 Fm 969,Austin,TX,1,1137
A706169,Panda,Stray,Normal,Dog,Chihuahua Shorthair Mix,White,6/25/2009 0:00,313,6/25/2015 16:35,6/25/2015 18:26,313,Male,Neutered,Male,Neutered,3209 E 17Th St,Austin,TX,1,99
A798706,Lola,Owner Surrender,Normal,Dog,Chihuahua Shorthair,Brown,6/29/2017 0:00,104,6/29/2019 14:00,6/29/2019 17:59,104,Female,Spayed,Female,Spayed,Unknown address,Travis,TX,1,99
A688854,Unknown,Stray,Normal,Dog,English Bulldog Mix,Black Brindle,9/25/2011 0:00,156,9/25/2014 14:08,10/1/2014 16:32,157,Female,Intact,Female,Intact,1901 Montopolis Dr,Austin,TX,1,1106
A676794,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Tortie,4/12/2014 0:00,0,4/15/2014 12:32,4/19/2014 13:15,1,Female,Intact,Female,Intact,5808 Mckinney Falls Pkwy,Austin,TX,0,11000
A778151,Kid,Stray,Normal,Dog,Pit Bull,Fawn,8/9/2015 0:00,156,8/9/2018 11:33,4/12/2019 18:44,191,Male,Neutered,Male,Neutered,100 Sheraton Avenue,Austin,TX,1,42947
A738498,Unknown,Stray,Normal,Cat,Domestic Longhair Mix,Brown Tabby,10/16/2016 0:00,4,11/16/2016 13:27,1/19/2017 14:36,13,Male,Intact,Male,Neutered,3700 Rach Creek Drive,Austin,TX,1,28853
A727533,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,Brown,3/8/2016 0:00,10,5/23/2016 10:44,5/28/2016 12:46,11,Male,Intact,Male,Neutered,4800 Manor Rd,Austin,TX,1,1198
A513956,Sweetie,Owner Surrender,Normal,Dog,Labrador Retriever Mix,Brown,4/21/2008 0:00,477,6/14/2017 11:54,6/17/2017 11:27,477,Female,Spayed,Female,Spayed,5604 Southwest Parkway,Austin,TX,1,99
A709237,Lucy,Stray,Normal,Cat,Siamese Mix,Seal Point,6/21/2015 0:00,6,8/6/2015 12:39,8/19/2015 8:33,8,Female,Intact,Female,Intact,2600 Willow St,Austin,TX,1,2754
A699931,Missy,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,4/4/2005 0:00,529,5/30/2015 14:32,7/7/2015 7:28,535,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,6168
A803149,Birch,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,8/8/2019 0:00,2,8/28/2019 11:05,8/31/2019 16:26,3,Male,Intact,Male,Intact,2607 Garrettson Drive,Austin,TX,1,1571
A679412,Marybell,Stray,Normal,Dog,Pit Bull Mix,White,5/20/2011 0:00,156,5/20/2014 17:17,6/17/2014 13:46,160,Female,Intact,Female,Intact,Thomson & Hwy 183,Austin,TX,1,4202
A593827,Momo,Public Assist,Normal,Dog,Labrador Retriever,Black,11/22/2010 0:00,355,9/15/2017 11:08,9/23/2017 11:50,356,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1102
A807411,Unknown,Stray,Nursing,Dog,Great Pyrenees,Brown,10/17/2019 0:00,1,10/24/2019 14:19,10/26/2019 15:41,1,Unknown,Unknown,Unknown,Unknown,14620 Plover Place,Travis,TX,1,90
A756945,Pepper,Public Assist,Normal,Dog,Border Collie Mix,Tricolor,8/28/2008 0:00,469,8/29/2017 12:56,9/8/2017 11:56,471,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,2108
A721667,Chita,Euthanasia Request,Injured,Dog,Chihuahua Shorthair Mix,Black,3/2/1999 0:00,887,3/2/2016 8:37,3/2/2016 14:14,887,Female,Intact,Female,Intact,5212 St Georges Green,Austin,TX,0,99
A690188,Snakes,Stray,Normal,Dog,Chihuahua Shorthair Mix,Black,8/21/2014 0:00,220,11/11/2018 13:24,11/12/2018 11:45,220,Male,Neutered,Male,Neutered,Parkfield Drive And Kramer Lane,Austin,TX,1,99
A489686,Juan,Stray,Normal,Dog,Chihuahua Shorthair,Tan,10/16/2002 0:00,680,11/1/2015 11:47,11/1/2015 14:43,680,Male,Neutered,Male,Neutered,Mt Vernon Dr And Green Forest Dr,Austin,TX,1,99
A780268,Drake,Stray,Normal,Dog,Pit Bull Mix,Brown,9/12/2015 0:00,156,9/12/2018 12:11,12/20/2018 18:30,170,Male,Intact,Male,Neutered,5106 Village Square,Austin,TX,1,15355
A716965,Biscuit,Stray,Normal,Dog,Dachshund Mix,Black,11/29/2014 0:00,52,11/29/2015 16:20,12/6/2015 16:30,53,Male,Intact,Male,Neutered,Woodward St And Willowrun Dr,Austin,TX,1,1119
A746326,Whitey,Stray,Injured,Dog,Chihuahua Shorthair Mix,White,3/31/2012 0:00,260,3/31/2017 15:30,4/5/2017 18:43,261,Male,Intact,Male,Neutered,1804 Holly Street,Austin,TX,1,1103
A624949,Axle,Owner Surrender,Normal,Dog,German Shepherd Mix,Black,9/1/2010 0:00,189,4/18/2014 16:11,4/30/2014 16:25,191,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,0,2121
A797267,Osa,Owner Surrender,Normal,Cat,Domestic Medium Hair,Black,6/11/2013 0:00,329,10/3/2019 13:38,10/19/2019 12:24,331,Female,Spayed,Female,Spayed,Unknown address,Travis,TX,1,2112
A759713,Myrtle,Stray,Normal,Cat,Domestic Shorthair Mix,Torbie,8/6/2017 0:00,8,10/6/2017 12:50,10/10/2017 18:57,9,Female,Intact,Female,Intact,Chaparral Road And Circle S,Austin,TX,1,1222
A790842,Unknown,Wildlife,Sick,Other,Bat Mix,Black,3/17/2017 0:00,104,3/17/2019 15:15,3/17/2019 16:04,104,Unknown,Unknown,Unknown,Unknown,1902 Pinon Hills Ct,Travis,TX,0,99
A750738,Puma,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,5/31/2016 0:00,52,5/31/2017 10:59,6/22/2017 14:21,55,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,3272
A772428,Sampson,Stray,Normal,Dog,Boxer,Brown,5/19/2016 0:00,104,5/19/2018 14:44,6/2/2018 16:58,106,Male,Intact,Male,Neutered,1104 Mansell Avenue,Austin,TX,1,2138
A808799,Unknown,Stray,Nursing,Dog,Chihuahua Shorthair,Black,9/14/2019 0:00,8,11/13/2019 18:36,11/17/2019 17:28,9,Male,Intact,Male,Neutered,Bluebell Circle And Marigold Terrace,Austin,TX,1,1222
A793396,Piki,Stray,Normal,Dog,Staffordshire Mix,Blue,4/24/2018 0:00,61,6/26/2019 9:46,6/26/2019 18:48,61,Male,Intact,Male,Intact,Kramer Lane And Macmora Road,Austin,TX,1,99
A670923,Kayna,Stray,Normal,Dog,Pit Bull Mix,Brown Brindle,3/22/2012 0:00,95,1/16/2014 7:29,2/6/2014 14:01,98,Female,Intact,Female,Spayed,7201 Levander,Austin,TX,0,3194
A618663,Bailey,Owner Surrender,Normal,Dog,Whippet Mix,Brown,1/17/2011 0:00,236,8/1/2015 13:18,8/18/2015 13:40,239,Male,Neutered,Male,Neutered,Unknown address,Travis,TX,1,3138
A712868,Cecil,Stray,Normal,Dog,Chihuahua Shorthair,Sable,9/29/2013 0:00,104,9/29/2015 12:42,10/5/2015 16:34,105,Male,Intact,Male,Neutered,10015 Lake Creek Pkwy,Austin,TX,1,1109
A760797,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Gray,10/24/2016 0:00,52,10/24/2017 11:39,10/27/2017 19:44,52,Female,Intact,Female,Intact,3520 Victorine Lane,Del Valle,TX,1,99
A807219,Unknown,Stray,Normal,Dog,Whippet Mix,White,3/22/2019 0:00,30,10/22/2019 12:31,10/26/2019 16:44,31,Male,Intact,Male,Neutered,Cameron,Austin,TX,1,1132
A766914,Panther,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,4/19/2017 0:00,49,4/1/2018 11:56,4/7/2018 13:57,50,Male,Neutered,Male,Neutered,Unknown address,Lakeway,TX,1,1120
A726123,Bailey,Stray,Normal,Dog,Labrador Retriever Mix,White,2/7/2016 0:00,12,5/6/2016 16:20,5/10/2016 17:52,13,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,1181
A768644,Carlisle,Owner Surrender,Normal,Dog,Pomeranian Mix,Brown,3/23/2008 0:00,522,3/28/2018 16:15,4/16/2018 18:01,525,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,3117
A803005,Bacon,Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,7/14/2019 0:00,6,8/26/2019 11:33,10/4/2019 17:12,11,Male,Intact,Male,Neutered,18721 Waltz Court,Austin,TX,1,9196
A555168,Lulu,Stray,Normal,Dog,Miniature Schnauzer,Black,9/11/2007 0:00,545,2/26/2018 13:12,2/27/2018 18:52,546,Female,Spayed,Female,Spayed,Parkfield Drive And Woodfield,Austin,TX,1,1101
A758049,Barney,Stray,Normal,Cat,Domestic Shorthair Mix,White,8/19/2017 0:00,3,9/10/2017 15:15,11/15/2017 16:58,12,Male,Intact,Male,Neutered,1301 West Oltorf,Austin,TX,1,35225
A678815,Joli,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/6/2014 0:00,5,5/13/2014 11:05,6/19/2014 16:35,10,Female,Intact,Female,Spayed,14811 Bescott,Austin,TX,1,10000
A777044,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,7/22/2017 0:00,52,7/22/2018 15:12,7/25/2018 15:09,52,Female,Intact,Female,Intact,2411 Lakehurst Drive,Austin,TX,1,99
A667251,Delilah,Owner Surrender,Normal,Dog,Pit Bull,Black,11/15/2011 0:00,148,9/19/2014 17:18,11/22/2014 18:13,157,Female,Intact,Female,Spayed,Unknown address,Austin,TX,0,9646
A775200,Unknown,Stray,Normal,Dog,Miniature Poodle,White,6/26/2017 0:00,52,6/26/2018 11:30,7/2/2018 12:34,53,Female,Spayed,Female,Spayed,4013 Canyon Glen Circle,Austin,TX,1,1119
A718004,Mufasa,Stray,Normal,Dog,Great Dane Mix,Brown,12/19/2013 0:00,104,12/19/2015 12:35,12/24/2015 17:00,105,Male,Intact,Male,Neutered,Thaxton Rd And Sassmon Rd,Austin,TX,1,1109
A767976,Lucille,Stray,Normal,Dog,Pit Bull Mix,Brown,11/10/2017 0:00,17,3/10/2018 13:30,3/12/2018 18:22,17,Female,Intact,Female,Intact,Interstate 35 And Martin Luther King Boulevard,Austin,TX,1,99
A740449,Harry,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,12/17/2013 0:00,156,12/17/2016 13:03,1/31/2017 12:24,163,Unknown,Unknown,Unknown,Unknown,Unknown address,Austin,TX,1,7413
